from_postcode,BR68ND,CR77YE,E111NR,E11FR,E138SL,E96SR,EN53DJ,HA13UJ,KT27QB,N181QX,NW12BU,NW32QG,RM70AG,SE136LH,SE17EH,SE59RS,SM51AA,SW109NH,SW170QT,TW76AF,UB83NN,W68RF
Barnet 001D,83.1271,40.7813,21.6944,31.1857,34.1061,21.2772,2.1903,16.7923,38.4867,13.2461,24.4062,19.9213,49.7511,42.3458,27.5352,31.7072,43.3888,28.8911,37.7566,32.4373,49.4382,32.8545
Barnet 001E,88.9679,39.9469,21.3815,30.3513,33.7932,20.9643,1.3559,15.9579,37.6523,12.9332,23.5718,19.1912,55.5919,37.1308,26.7008,30.8728,42.5544,28.161,36.9222,31.6029,49.9597,32.0201
Barnet 001F,88.7593,40.2598,20.4428,32.6459,32.8545,20.0256,1.6688,16.2708,37.9652,11.9945,23.8847,19.5041,33.6889,41.0942,27.0137,31.1857,42.8673,28.4739,37.2351,31.9158,49.7511,32.333
Barnet 002A,85.0045,37.9652,18.1482,30.3513,30.5599,17.731,4.2763,18.8783,35.5663,9.8042,21.5901,14.8106,31.4986,38.7996,24.7191,28.8911,40.4684,26.075,34.8362,29.6212,52.3586,30.0384
Barnet 002B,84.483,37.9652,20.86,33.0631,33.2717,20.4428,2.7118,17.3138,35.6706,12.4117,21.5901,14.8106,34.1061,41.4071,24.7191,28.9954,40.5727,26.1793,34.9405,29.6212,50.7941,30.0384
Barnet 002C,84.3787,38.0695,19.2955,31.4986,31.7072,18.8783,2.8161,17.4181,35.7749,10.9515,21.6944,14.9149,32.6459,39.9469,24.8234,28.9954,40.677,26.2836,35.0448,29.7255,51.2113,30.1427
Barnet 002D,90.2195,37.4437,18.6697,30.8728,31.0814,18.2525,3.129,17.731,35.1491,10.3257,21.0686,14.2891,32.0201,39.3211,24.1976,28.3696,40.0512,25.5535,34.419,29.0997,51.2113,29.5169
Barnet 002E,90.2195,37.4437,20.3385,32.5416,32.7502,19.9213,3.129,17.731,35.1491,11.8902,21.0686,14.2891,33.5846,40.8856,24.1976,28.3696,40.0512,25.6578,34.419,29.0997,51.2113,29.5169
Barnet 003A,84.3787,40.677,17.5224,29.7255,29.9341,17.1052,4.6935,19.2955,38.3824,9.1784,24.4062,17.6267,30.8728,38.1738,27.4309,31.7072,43.2845,28.8911,37.6523,32.333,54.3403,32.8545
Barnet 003B,83.8572,40.2598,17.1052,29.3083,29.5169,16.688,5.5279,25.9707,37.9652,8.6569,23.989,17.1052,30.4556,37.7566,27.0137,31.29,42.8673,28.4739,37.2351,31.9158,53.9231,32.4373
Barnet 003C,84.6916,37.8609,17.9396,30.1427,30.3513,17.5224,4.172,18.774,35.5663,9.5956,21.4858,14.7063,31.29,38.591,24.6148,28.7868,40.4684,26.075,34.8362,29.5169,52.2543,29.9341
Barnet 003D,84.483,39.634,16.4794,28.6825,28.8911,16.0622,5.6322,24.5105,37.3394,8.1354,23.3632,16.5837,29.8298,37.1308,26.3879,30.6642,42.2415,27.8481,36.6093,31.29,54.4446,31.8115
Barnet 004A,89.9066,39.5297,21.2772,29.9341,33.7932,20.86,2.2946,15.5407,37.2351,12.9332,23.1546,18.774,34.6276,36.7136,26.2836,30.5599,42.1372,27.7438,36.505,31.1857,50.8984,31.6029
Barnet 004B,90.2195,39.0082,21.6944,29.3083,34.1061,21.2772,1.3559,15.0192,36.6093,13.2461,22.6331,18.1482,34.9405,36.0878,25.7621,29.9341,41.5114,27.118,35.8792,30.6642,47.6651,31.0814
Barnet 004C,89.5937,37.2351,20.1299,32.333,32.5416,19.7127,2.5032,17.0009,34.9405,11.6816,20.86,14.0805,33.376,40.677,23.989,28.2653,39.8426,25.4492,34.2104,28.8911,50.5855,29.3083
Barnet 004D,90.2195,41.3028,21.3815,33.5846,33.8975,20.9643,2.8161,17.3138,39.0082,13.0375,25.032,20.5471,34.7319,42.0329,28.0567,32.333,43.9103,29.5169,38.2781,32.9588,51.2113,33.4803
Barnet 004E,89.5937,39.9469,21.0686,30.247,33.4803,20.6514,1.9817,15.9579,37.548,12.6203,23.5718,19.0869,34.3147,37.0265,26.7008,30.8728,42.4501,28.0567,36.8179,31.6029,50.5855,32.0201
Barnet 004F,88.655,39.4254,21.5901,29.8298,34.0018,21.1729,0.8344,15.4364,37.1308,13.1418,23.0503,18.6697,55.3833,36.6093,26.1793,30.3513,42.0329,27.6395,36.4007,31.0814,49.6468,31.4986
Barnet 005A,85.8389,36.8179,18.774,30.9771,31.1857,17.5224,4.0677,18.6697,34.419,10.3257,20.4428,13.6633,32.0201,39.4254,23.5718,27.7438,39.4254,24.9277,33.6889,28.4739,33.7932,28.8911
Barnet 005B,90.1152,37.0265,19.817,32.0201,32.2287,18.3568,3.0247,17.6267,34.6276,11.473,20.6514,13.8719,33.1674,40.4684,23.7804,27.9524,39.634,25.1363,33.8975,28.6825,51.107,29.0997
Barnet 005C,89.8023,36.2964,19.1912,31.3943,31.6029,18.774,2.7118,17.3138,34.0018,10.7429,19.9213,13.1418,32.4373,39.7383,23.0503,27.3266,38.9039,24.5105,33.2717,27.9524,50.7941,28.3696
Barnet 005D,51.6285,36.4007,19.2955,31.4986,31.7072,18.8783,3.6505,18.2525,34.1061,10.8472,20.1299,13.3504,32.5416,39.9469,23.2589,27.4309,39.0082,24.6148,33.376,28.0567,33.4803,28.5782
Barnet 006A,85.3174,37.4437,17.4181,29.6212,29.8298,17.0009,4.172,18.774,35.1491,8.9698,21.0686,14.2891,30.6642,38.0695,24.1976,28.4739,40.0512,25.6578,34.419,29.0997,52.3586,29.5169
Barnet 006B,86.0475,37.548,18.1482,30.3513,30.5599,17.731,3.8591,18.4611,35.2534,9.6999,21.1729,14.3934,31.3943,38.7996,24.3019,28.4739,40.1555,25.6578,34.5233,29.204,51.9414,29.6212
Barnet 006C,85.2131,38.591,17.8353,30.0384,30.247,17.4181,4.9021,23.4675,36.2964,9.4913,22.3202,15.5407,31.1857,38.4867,25.3449,29.6212,41.1985,26.8051,35.5663,30.247,35.6706,30.7685
Barnet 006D,85.4217,38.6953,17.4181,29.6212,29.9341,17.0009,4.6935,19.2955,36.4007,9.0741,22.3202,15.5407,30.7685,38.0695,25.4492,29.7255,41.3028,26.9094,35.6706,30.3513,35.7749,30.7685
Barnet 006E,49.9597,38.3824,17.6267,29.8298,30.0384,17.2095,5.1107,23.2589,36.0878,9.2827,22.1116,15.2278,30.9771,38.2781,25.1363,29.4126,40.9899,26.5965,35.3577,30.0384,35.462,30.5599
Barnet 007A,92.6184,34.0018,26.5965,24.4062,39.0082,26.1793,7.8225,10.0128,31.7072,18.2525,17.6267,13.2461,39.9469,31.1857,20.7557,24.9277,36.6093,22.2159,30.9771,25.6578,42.763,26.075
Barnet 007B,91.0539,37.4437,30.1427,27.8481,42.5544,29.7255,1.8774,13.4547,35.1491,21.6944,21.1729,16.688,57.6779,34.6276,24.1976,28.4739,40.0512,25.6578,34.419,29.0997,46.2049,29.6212
Barnet 007C,51.6285,37.3394,19.2955,31.4986,31.8115,18.8783,4.172,13.3504,35.0448,10.9515,21.0686,16.5837,32.6459,39.9469,24.0933,28.3696,39.9469,25.5535,34.3147,28.9954,46.1006,29.5169
Barnet 007D,50.4812,35.2534,18.1482,30.3513,30.5599,17.731,5.215,14.602,32.9588,9.6999,18.9826,12.0988,31.3943,38.7996,22.0073,26.2836,37.8609,23.4675,32.2287,26.9094,32.333,27.4309
Barnet 007E,89.4894,38.6953,22.3202,29.0997,34.7319,21.903,0.9387,14.7063,36.4007,13.9762,22.4245,17.9396,56.1134,35.8792,25.4492,29.7255,41.3028,26.9094,35.6706,30.3513,47.4565,30.8728
Barnet 007F,91.0539,37.548,30.1427,27.9524,42.5544,29.7255,1.7731,13.559,35.2534,21.6944,21.1729,16.688,57.6779,34.7319,24.3019,28.4739,40.1555,25.6578,34.5233,29.204,46.3092,29.6212
Barnet 008A,50.7941,35.6706,18.4611,30.6642,30.9771,18.0439,3.6505,20.4428,33.376,10.1171,19.2955,12.516,31.8115,39.1125,22.4245,26.5965,38.2781,23.8847,32.6459,27.3266,32.7502,27.7438
Barnet 008B,50.064,35.3577,17.731,29.9341,30.1427,17.3138,5.0064,20.2342,33.0631,9.2827,18.9826,12.2031,30.9771,38.3824,22.1116,26.3879,37.9652,23.5718,32.333,27.0137,32.4373,27.4309
Barnet 008C,49.5425,34.8362,17.2095,29.4126,29.6212,16.7923,4.9021,19.7127,32.5416,8.7612,18.5654,11.7859,30.4556,37.8609,21.5901,25.8664,37.4437,23.0503,31.8115,26.4922,31.9158,27.0137
Barnet 008D,49.5425,34.5233,17.2095,29.4126,29.6212,16.7923,4.5892,19.3998,32.2287,8.8655,18.2525,11.3687,30.5599,37.8609,21.2772,25.5535,37.1308,22.7374,31.4986,26.1793,31.6029,26.5965
Barnet 008E,50.064,34.8362,17.731,29.9341,30.1427,17.3138,4.7978,19.7127,32.5416,9.2827,18.5654,11.7859,30.9771,38.3824,21.5901,25.8664,37.4437,23.0503,31.8115,26.4922,31.9158,27.0137
Barnet 009A,47.3522,38.1738,15.0192,27.2223,27.4309,14.4977,6.7795,22.946,35.8792,6.5709,21.7987,15.0192,28.2653,35.5663,24.9277,29.0997,40.7813,26.2836,35.1491,29.8298,35.2534,30.247
Barnet 009B,48.8124,37.4437,16.3751,28.5782,28.8911,15.9579,7.0924,22.3202,35.1491,8.0311,21.1729,14.2891,29.7255,37.0265,24.1976,28.4739,40.0512,25.6578,34.419,29.0997,34.5233,29.6212
Barnet 009C,47.0393,37.8609,14.7063,26.9094,27.118,14.2891,7.6139,22.7374,35.5663,6.258,21.4858,14.7063,27.9524,35.3577,24.6148,28.7868,40.4684,26.075,34.8362,29.5169,34.9405,29.9341
Barnet 009D,47.3522,37.548,15.0192,27.2223,27.4309,14.602,7.4053,22.3202,35.1491,6.6752,21.1729,14.3934,28.3696,35.6706,24.3019,28.4739,40.0512,25.6578,34.419,29.204,34.5233,29.6212
Barnet 009E,47.5608,36.4007,15.2278,27.4309,27.6395,14.8106,8.1354,21.2772,34.1061,6.7795,20.0256,13.2461,28.4739,35.8792,23.1546,27.3266,39.0082,24.6148,33.376,28.0567,33.4803,28.4739
Barnet 010A,49.3339,37.7566,17.0009,29.204,29.4126,16.5837,5.8408,22.5288,35.3577,8.5526,21.3815,14.602,30.247,37.548,24.5105,28.6825,40.2598,25.8664,34.6276,29.4126,34.7319,29.8298
Barnet 010B,48.6038,37.0265,16.2708,28.4739,28.6825,15.8536,6.3623,21.903,34.7319,7.9268,20.7557,13.9762,29.6212,36.9222,23.7804,28.0567,39.634,25.2406,34.0018,28.6825,34.1061,29.204
Barnet 010C,48.4995,36.9222,16.1665,28.3696,28.5782,15.7493,7.0924,21.7987,34.6276,7.7182,20.5471,13.7676,29.4126,36.8179,23.6761,27.9524,39.5297,25.1363,33.8975,28.5782,34.0018,28.9954
Barnet 010D,47.5608,36.0878,15.2278,27.4309,27.7438,14.8106,6.7795,20.86,33.6889,6.8838,19.7127,12.9332,28.5782,35.8792,22.8417,27.0137,38.591,24.1976,32.9588,27.6395,33.0631,28.161
Barnet 010E,46.935,35.3577,14.602,26.8051,27.0137,14.1848,7.1967,20.2342,33.0631,6.1537,18.9826,12.2031,27.8481,35.2534,22.1116,26.2836,37.9652,23.5718,32.333,27.0137,32.4373,27.4309
Barnet 011A,48.4995,36.9222,16.1665,28.3696,28.5782,15.7493,6.1537,21.6944,34.6276,7.7182,20.5471,13.7676,29.4126,36.8179,23.6761,27.8481,39.5297,25.1363,33.8975,28.5782,34.0018,28.9954
Barnet 011B,49.021,35.3577,16.688,28.8911,29.0997,16.2708,5.7365,20.2342,33.0631,8.2397,18.9826,12.2031,29.9341,37.2351,22.1116,26.3879,37.9652,23.5718,32.333,27.0137,32.4373,27.4309
Barnet 011C,48.6038,37.0265,16.2708,28.4739,28.6825,15.8536,5.9451,21.903,34.7319,7.8225,20.6514,13.8719,29.5169,36.9222,23.7804,27.9524,39.634,25.2406,34.0018,28.6825,34.1061,29.0997
Barnet 011D,50.2726,33.5846,17.9396,17.5224,30.3513,17.5224,5.9451,18.4611,31.29,9.4913,17.3138,10.5343,31.1857,38.4867,20.4428,24.6148,36.1921,21.7987,30.5599,25.2406,30.6642,25.7621
Barnet 011E,49.8554,33.4803,17.5224,29.7255,30.0384,17.1052,6.5709,18.3568,31.1857,9.1784,17.2095,10.43,30.8728,38.1738,20.2342,24.5105,36.0878,21.6944,30.4556,25.1363,30.5599,25.6578
Barnet 012A,52.4629,32.9588,20.1299,18.3568,32.5416,19.7127,6.258,17.731,30.5599,11.7859,16.5837,9.8042,33.4803,30.0384,19.7127,23.8847,35.462,21.0686,29.8298,24.5105,29.9341,25.032
Barnet 012B,51.3156,33.2717,18.9826,17.2095,31.3943,18.5654,6.3623,18.1482,30.9771,10.6386,16.8966,10.1171,32.333,39.634,20.0256,24.1976,35.8792,21.4858,30.247,24.9277,30.3513,25.3449
Barnet 012C,51.4199,33.7932,19.0869,19.1912,31.4986,18.6697,6.1537,18.6697,31.4986,10.6386,17.4181,10.6386,32.333,39.7383,20.5471,24.7191,36.4007,22.0073,30.7685,25.4492,30.8728,25.8664
Barnet 012D,51.9414,33.7932,19.6084,17.731,32.0201,19.1912,5.3193,18.6697,31.4986,11.1601,17.5224,10.7429,32.8545,40.1555,20.5471,24.8234,36.4007,22.0073,30.7685,25.4492,30.8728,25.9707
Barnet 012E,51.5242,33.4803,19.1912,17.3138,31.6029,18.774,5.7365,18.2525,31.0814,10.7429,17.1052,10.3257,32.4373,39.8426,20.2342,24.4062,35.9835,21.5901,30.3513,25.032,30.4556,25.5535
Barnet 013A,93.3485,34.8362,27.4309,25.2406,39.9469,27.0137,8.4483,10.9515,32.5416,19.0869,18.5654,14.0805,40.7813,32.0201,21.5901,25.8664,37.4437,23.0503,31.8115,26.4922,41.5114,27.0137
Barnet 013B,92.5141,34.0018,26.5965,24.4062,39.1125,26.1793,7.6139,10.0128,31.7072,18.2525,17.731,13.2461,39.9469,31.1857,20.7557,25.032,36.6093,22.2159,30.9771,25.6578,42.763,26.1793
Barnet 013C,93.1399,34.7319,27.3266,25.032,39.7383,26.9094,8.2397,8.7612,32.333,18.8783,18.3568,13.8719,40.5727,31.8115,21.4858,25.6578,37.2351,22.8417,31.6029,26.3879,41.4071,26.8051
Barnet 013D,91.8883,33.376,25.9707,23.7804,38.4867,25.6578,6.9881,9.387,31.0814,17.6267,17.1052,12.6203,39.3211,30.5599,20.1299,24.4062,35.9835,21.5901,30.3513,25.032,42.1372,25.5535
Barnet 013E,91.8883,33.4803,26.075,23.8847,38.4867,25.6578,7.0924,8.5526,31.1857,17.6267,17.1052,12.6203,39.3211,30.6642,20.2342,24.4062,36.0878,21.5901,30.4556,25.1363,41.5114,25.5535
Barnet 013F,92.3055,33.7932,26.4922,24.1976,38.9039,26.075,7.4053,8.0311,31.4986,18.0439,17.5224,13.0375,39.7383,30.9771,20.5471,24.8234,36.4007,22.0073,30.7685,25.4492,42.3458,25.9707
Barnet 014A,92.9313,34.419,27.0137,24.8234,39.4254,26.5965,8.0311,9.8042,32.1244,18.6697,18.0439,13.6633,40.3641,31.6029,21.1729,25.4492,37.0265,22.6331,31.3943,26.075,40.3641,26.4922
Barnet 014B,93.0356,34.6276,27.2223,24.9277,39.634,26.8051,8.2397,10.3257,32.2287,18.774,18.2525,13.7676,40.4684,31.7072,21.3815,25.5535,37.1308,22.7374,31.4986,26.2836,40.8856,26.7008
Barnet 014C,93.5571,35.1491,27.7438,25.5535,40.1555,27.3266,8.7612,10.0128,32.8545,19.3998,18.774,14.3934,41.0942,32.333,21.903,26.075,37.7566,23.3632,32.1244,26.8051,40.5727,27.2223
Barnet 014D,93.9743,35.5663,28.161,25.9707,40.5727,27.7438,9.1784,8.7612,33.2717,19.817,19.1912,14.8106,41.5114,32.7502,22.3202,26.4922,38.1738,23.7804,32.5416,27.2223,39.2168,27.6395
Barnet 014E,93.87,35.3577,27.9524,25.7621,40.3641,27.5352,8.9698,9.0741,33.0631,19.6084,18.9826,14.602,41.3028,32.5416,22.1116,26.2836,37.9652,23.5718,32.333,27.0137,40.4684,27.4309
Barnet 014F,94.7044,36.2964,28.8911,26.5965,41.3028,28.4739,9.8042,9.387,33.8975,20.4428,19.9213,15.4364,42.1372,33.376,23.0503,27.2223,38.7996,24.4062,33.1674,27.8481,39.9469,28.3696
Barnet 015A,48.0823,34.8362,15.7493,27.9524,28.161,15.3321,7.0924,19.6084,32.4373,7.301,18.4611,11.6816,28.9954,36.4007,21.5901,25.7621,37.3394,22.946,31.7072,26.4922,31.8115,26.9094
Barnet 015B,49.4382,34.6276,17.1052,29.3083,29.5169,16.688,6.4666,19.5041,32.333,8.7612,18.3568,11.5773,30.4556,37.7566,21.4858,25.6578,37.2351,22.8417,31.6029,26.2836,31.7072,26.8051
Barnet 015C,47.8737,35.462,15.5407,27.7438,27.9524,15.1235,8.2397,20.3385,33.1674,7.0924,19.1912,12.3074,28.7868,36.1921,22.2159,26.4922,38.0695,23.6761,32.4373,27.118,32.5416,27.6395
Barnet 015D,48.0823,34.1061,15.7493,27.9524,28.161,15.3321,7.4053,18.9826,31.8115,7.4053,17.8353,11.0558,29.0997,36.4007,20.86,25.1363,36.7136,22.3202,31.0814,25.7621,31.1857,26.2836
Barnet 015E,48.6038,33.7932,16.2708,28.4739,28.6825,15.8536,6.9881,18.6697,31.4986,7.9268,17.5224,10.7429,29.6212,36.9222,20.6514,24.8234,36.4007,22.0073,30.7685,25.4492,30.8728,25.9707
Barnet 015F,49.2296,34.5233,16.8966,29.0997,29.3083,16.4794,7.0924,19.2955,32.1244,8.5526,18.1482,11.3687,30.247,37.548,21.2772,25.4492,37.0265,22.6331,31.3943,26.1793,31.4986,26.5965
Barnet 016A,41.1985,31.0814,23.6761,21.4858,36.0878,23.2589,8.9698,11.7859,28.7868,15.3321,14.7063,10.3257,37.0265,28.2653,17.8353,22.1116,33.6889,19.2955,28.0567,22.7374,28.161,23.1546
Barnet 016B,92.6184,31.9158,24.5105,22.3202,36.9222,24.0933,7.8225,10.0128,29.6212,16.0622,15.5407,11.0558,37.7566,29.0997,18.6697,22.8417,34.5233,20.0256,28.8911,23.5718,28.9954,23.989
Barnet 016C,93.0356,32.4373,25.032,22.8417,37.548,24.6148,8.1354,10.3257,30.1427,16.688,16.1665,11.6816,38.3824,29.6212,19.1912,23.4675,35.0448,20.6514,29.4126,24.0933,29.5169,24.6148
Barnet 016D,92.6184,32.333,24.9277,22.6331,37.3394,24.5105,7.8225,10.0128,29.9341,16.4794,15.9579,11.473,38.1738,29.4126,19.0869,23.2589,34.8362,20.4428,29.204,23.8847,29.3083,24.4062
Barnet 017A,42.2415,32.1244,24.7191,22.5288,37.1308,24.3019,6.9881,12.7246,29.8298,16.2708,15.7493,11.2644,38.0695,29.3083,18.8783,23.0503,34.7319,20.3385,29.0997,23.7804,29.204,24.1976
Barnet 017B,55.1747,32.0201,22.8417,22.4245,35.3577,22.4245,12.8289,13.7676,29.7255,14.4977,15.7493,8.9698,36.1921,29.204,18.774,23.0503,34.6276,20.2342,28.9954,23.6761,29.0997,24.1976
Barnet 017C,93.5571,32.8545,25.4492,23.1546,37.8609,25.032,8.7612,10.9515,30.4556,17.0009,16.4794,11.9945,38.6953,29.9341,19.6084,23.7804,35.3577,20.9643,29.7255,24.5105,29.8298,24.9277
Barnet 017D,56.5306,33.376,24.1976,23.6761,36.6093,23.7804,7.7182,13.0375,30.9771,15.7493,17.0009,10.2214,37.4437,30.4556,20.1299,24.3019,35.8792,21.4858,30.247,24.9277,30.3513,25.4492
Barnet 018A,93.5571,35.1491,27.7438,25.5535,40.1555,27.3266,8.7612,7.7182,32.8545,19.3998,18.774,14.3934,41.0942,32.333,21.903,26.075,37.7566,23.3632,32.1244,26.8051,40.9899,27.2223
Barnet 018B,93.9743,35.5663,28.161,25.8664,40.5727,27.7438,9.1784,7.301,33.1674,19.7127,19.1912,14.7063,41.4071,32.6459,22.3202,26.4922,38.0695,23.6761,32.4373,27.2223,41.4071,27.6395
Barnet 018C,94.1829,35.6706,28.2653,26.075,40.677,27.8481,9.2827,7.301,33.376,19.9213,19.2955,14.9149,41.6157,32.8545,22.4245,26.7008,38.2781,23.8847,32.6459,27.3266,41.4071,27.7438
Barnet 018D,92.9313,34.5233,27.118,24.9277,39.5297,26.7008,8.1354,7.301,32.2287,18.6697,18.1482,13.6633,40.3641,31.7072,21.2772,25.4492,37.1308,22.6331,31.3943,26.1793,43.0759,26.5965
Barnet 018E,92.6184,34.2104,26.8051,24.5105,39.2168,26.3879,7.7182,7.8225,31.8115,18.3568,17.8353,13.3504,40.0512,31.29,20.9643,25.1363,36.7136,22.3202,31.0814,25.7621,42.6587,26.2836
Barnet 019A,51.107,32.9588,18.774,16.8966,31.1857,18.3568,6.4666,17.8353,30.6642,10.3257,16.688,9.9085,32.0201,39.3211,19.7127,23.989,35.5663,21.1729,29.9341,24.6148,30.0384,25.1363
Barnet 019B,51.5242,33.4803,19.1912,17.4181,31.6029,18.774,6.5709,18.2525,31.1857,10.7429,17.1052,10.3257,32.5416,39.8426,20.2342,24.4062,36.0878,21.5901,30.4556,25.1363,30.4556,25.5535
Barnet 019C,51.2113,31.6029,18.774,17.0009,31.29,18.3568,6.8838,16.3751,29.3083,10.43,15.2278,8.4483,32.1244,28.7868,18.3568,22.5288,34.2104,19.7127,28.5782,23.2589,28.5782,23.6761
Barnet 019D,50.4812,31.3943,18.1482,16.3751,30.5599,17.731,7.0924,16.2708,29.0997,9.8042,15.0192,8.2397,31.4986,28.5782,18.1482,22.3202,34.0018,19.6084,28.3696,23.0503,28.4739,23.4675
Barnet 019E,50.3769,32.2287,17.9396,16.1665,30.4556,17.6267,7.0924,17.1052,29.9341,9.5956,15.9579,9.0741,31.29,38.591,18.9826,23.2589,34.8362,20.4428,29.204,23.8847,29.3083,24.4062
Barnet 019F,50.064,32.9588,17.731,16.8966,30.247,17.3138,6.4666,17.731,30.5599,9.387,16.5837,9.8042,31.0814,38.3824,19.7127,23.8847,35.5663,21.0686,29.8298,24.6148,29.9341,25.032
Barnet 020A,52.3586,32.7502,20.0256,18.2525,32.4373,19.6084,6.9881,15.5407,30.4556,11.6816,16.4794,9.6999,33.376,29.9341,19.6084,23.7804,35.3577,20.9643,29.7255,24.4062,29.8298,24.9277
Barnet 020B,52.4629,32.8545,20.1299,18.2525,32.5416,19.7127,7.5096,15.4364,30.5599,11.6816,16.4794,9.6999,33.376,30.0384,19.6084,23.8847,35.462,21.0686,29.8298,24.5105,29.9341,24.9277
Barnet 020C,51.9414,31.6029,19.6084,22.0073,32.0201,19.1912,7.4053,16.3751,29.3083,11.1601,15.2278,8.4483,32.8545,28.7868,18.3568,22.5288,34.2104,19.817,28.5782,23.2589,28.6825,23.6761
Barnet 020D,52.3586,31.1857,20.0256,21.5901,32.4373,19.6084,7.9268,16.0622,28.8911,11.6816,14.8106,8.0311,33.376,28.3696,17.9396,22.1116,33.7932,19.3998,28.161,22.8417,28.2653,23.2589
Barnet 020E,51.8371,30.7685,19.5041,21.1729,31.9158,19.0869,8.7612,15.5407,28.4739,11.0558,14.3934,7.6139,32.8545,27.9524,17.5224,21.6944,33.376,18.9826,27.7438,22.4245,27.8481,22.8417
Barnet 021A,41.5114,31.3943,26.5965,21.7987,39.0082,26.1793,9.4913,8.2397,29.0997,18.1482,15.1235,10.6386,39.8426,28.5782,18.1482,22.4245,34.0018,19.6084,28.3696,23.0503,28.4739,23.5718
Barnet 021B,93.7657,33.6889,26.2836,24.0933,38.6953,25.8664,8.8655,7.7182,31.3943,17.9396,17.3138,12.9332,39.634,30.8728,20.4428,24.7191,36.2964,21.903,30.6642,25.3449,30.7685,25.7621
Barnet 021C,93.6614,33.376,25.9707,23.6761,38.3824,25.5535,8.8655,8.344,30.9771,17.5224,17.0009,12.516,39.2168,30.4556,20.1299,24.3019,35.8792,21.4858,30.247,25.032,30.3513,25.4492
Barnet 021D,92.4098,33.2717,25.8664,23.6761,38.2781,25.4492,7.6139,8.6569,30.9771,17.5224,16.8966,12.516,39.2168,30.4556,20.0256,24.1976,35.8792,21.4858,30.247,24.9277,30.3513,25.3449
Barnet 021E,93.6614,33.2717,25.8664,23.6761,38.3824,25.4492,8.8655,8.1354,30.9771,17.5224,17.0009,12.516,39.2168,30.4556,20.0256,24.3019,35.8792,21.4858,30.247,24.9277,30.3513,25.4492
Barnet 022A,48.4995,33.4803,16.1665,28.3696,28.5782,15.7493,8.6569,18.3568,31.1857,7.8225,17.2095,10.3257,29.5169,36.8179,20.2342,24.5105,36.0878,21.6944,30.4556,25.1363,30.5599,25.5535
Barnet 022B,48.4995,33.5846,16.1665,28.3696,28.6825,15.7493,8.7612,18.3568,31.1857,7.8225,17.2095,10.43,29.5169,36.8179,20.3385,24.5105,36.0878,21.6944,30.4556,25.2406,30.5599,25.6578
Barnet 022C,48.4995,33.4803,16.1665,28.3696,28.5782,15.7493,8.6569,18.2525,31.0814,7.7182,17.1052,10.3257,29.4126,36.7136,20.2342,24.4062,36.0878,21.5901,30.3513,25.1363,30.4556,25.5535
Barnet 022D,47.978,32.9588,15.645,27.8481,28.0567,15.2278,8.1354,17.8353,30.6642,7.301,16.688,9.8042,28.9954,36.2964,19.7127,23.989,35.5663,21.1729,29.9341,24.6148,30.0384,25.1363
Barnet 022E,48.2909,33.4803,15.9579,28.161,28.3696,15.5407,7.7182,18.3568,31.1857,7.5096,17.1052,10.3257,29.204,36.505,20.2342,24.4062,36.0878,21.6944,30.4556,25.1363,30.5599,25.5535
Barnet 022F,49.2296,32.7502,16.8966,29.0997,29.3083,16.4794,7.6139,17.5224,30.3513,8.4483,16.3751,9.5956,30.1427,37.4437,19.5041,23.6761,35.2534,20.86,29.6212,24.3019,29.7255,24.8234
Barnet 023A,50.6898,30.5599,18.3568,16.1665,30.7685,17.9396,14.0805,15.3321,28.161,9.9085,14.1848,7.1967,31.6029,27.6395,17.3138,21.4858,33.0631,18.6697,27.4309,22.2159,27.5352,22.6331
Barnet 023B,50.6898,30.6642,18.3568,21.0686,30.7685,17.9396,8.1354,15.5407,28.3696,9.9085,14.2891,7.6139,31.6029,27.8481,17.4181,21.6944,33.2717,18.8783,27.6395,22.3202,27.7438,22.7374
Barnet 023C,51.107,30.4556,18.774,20.86,31.29,18.3568,8.1354,15.3321,28.161,10.43,14.1848,7.4053,32.1244,27.6395,17.2095,21.4858,33.0631,18.6697,27.4309,22.1116,27.5352,22.5288
Barnet 023D,50.7941,30.6642,18.4611,21.0686,30.8728,18.0439,7.7182,15.5407,28.3696,10.0128,14.3934,7.6139,31.7072,27.8481,17.5224,21.6944,33.2717,18.8783,27.6395,22.3202,27.7438,22.8417
Barnet 024A,94.3915,32.4373,28.4739,22.7374,40.9899,28.161,9.4913,6.9881,28.0567,20.1299,16.0622,11.5773,41.8243,29.5169,19.1912,23.3632,34.9405,20.5471,29.3083,22.1116,22.1116,22.5288
Barnet 024B,41.8243,31.8115,26.7008,22.1116,39.1125,26.2836,9.5956,8.1354,28.0567,18.2525,15.4364,10.9515,39.9469,28.9954,18.5654,22.7374,34.419,19.9213,28.6825,22.0073,27.3266,22.4245
Barnet 024C,41.1985,31.1857,25.7621,21.4858,38.1738,25.3449,9.2827,7.9268,28.7868,17.3138,14.8106,10.3257,39.0082,28.2653,17.9396,22.1116,33.6889,19.2955,28.0567,22.8417,28.161,23.2589
Barnet 024D,41.8243,31.8115,26.2836,22.1116,38.6953,25.8664,9.1784,7.6139,27.5352,17.8353,15.4364,10.9515,39.5297,28.9954,18.5654,22.7374,34.419,19.9213,28.6825,21.4858,26.9094,21.903
